Date,Date Precision,State/Region,Township,Village Tract/Ward,Location,Latitude,Longitude,Location Precision,Location Confidence,Category,Sub-Category,Actor-1,Actor-2,Notes,Fatalities,SAC Fatalities,Injuries,Casualties confidence,Source,
24/5/2021,1,Kachin,Momauk,,Myo Thit,24.409927,97.40572,1,1,Armed Clashes,,KIA,SAC,On May 24th there were clashes between the KIA near three villages on the foothills of Salaung Mountain. Intial reports state that troops from the Arakan Army (AA) have joined forces with the KIA in this battle.,,,,,https://www.facebook.com/kachinwavesnews/posts/4356170281062717,
24/5/2021,1,Kachin,Momauk,,Si Het,24.4311409,97.40847778,1,1,Armed Clashes,,KIA,SAC,On May 24th there were clashes between the KIA near three villages on the foothills of Salaung Mountain. Intial reports state that troops from the Arakan Army (AA) have joined forces with the KIA in this battle.,,,,,https://www.facebook.com/kachinwavesnews/posts/4356170281062717,
24/5/2021,1,Kachin,Momauk,,Kone Law,24.439673,97.409974,1,1,Armed Clashes,,KIA,SAC,On May 24th there were clashes between the KIA near three villages on the foothills of Salaung Mountain. Intial reports state that troops from the Arakan Army (AA) have joined forces with the KIA in this battle.,,,,,https://www.facebook.com/kachinwavesnews/posts/4356170281062717,
24/5/2021,1,Kachin,Momauk,,Myo Thit Microwave Base,24.420789,97.423907,1,1,Armed Clashes,,KIA,SAC,"On May 24th there were reports of Tatmadaw soldiers shooting towards the tower base on Salaung Hill. The tower base was recaptured by the Tatmadaw in early May, but clashes may still be occuring in the area, and the base may have changed hands.",,,,,https://www.facebook.com/info.fyi/posts/3145884908974458,
24/5/2021,1,Kachin,Momauk,,Aling Kaung Ward,24.261707,97.344134,2,2,Violence Against Civilians,Artillery,SAC,,"On May 24th, a twelve year-old boy was killed by artillery shells fired by the Tatmadaw in the Aling Kaung ward of Momauk city. The location of the ward is unclear so the event has been coded to Momauk.",1,,,2,https://www.facebook.com/kachinwavesnews/posts/4355043417842070,
24/5/2021,1,Kachin,Myitkyina,,Myay Myint Ward Administration Office,25.387423,97.377383,0,1,Armed Resistance,Explosion,,SAC,"At around 8pm on May 24th, an explosion occured outside of the Myay Myint Ward administration office in Myitkyina. The explosion resulted in the destruction (by fire) of the office. It is unclear if there were any injuries.",,,,,https://www.facebook.com/The74Media/posts/335605177959010,
24/5/2021,1,Kayah,Demoso,,Demoso,19.549294,97.158683,1,1,Violence Against Civilians,,PDF,,"On May 24th, people with the Karenni People's Defense Force set fire to a number of houses belonging to non-striking officers and suspected military informers.",,,,,https://twitter.com/khophyu21/status/1396698864724242436,
24/5/2021,1,Kayah,Demoso,,Silver Mountain Road,19.530497,97.148969,1,2,Armed Resistance,Ambush,PDF,SAC,"On May 24th, the Karenni People's Defense Force announced that it had attacked a military tanker track and its escort on Silver Mountain Road near Demoso. The exact location of the road is unclear and has been estimated.",,,,,facebook.com/khitthitnews/posts/1204108906693120,
24/5/2021,1,Kayah,Demoso,,Rural Development Department,19.544535,97.155871,2,1,Armed Resistance,Arson,PDF,SAC,"On May 24th, fighters with the Demoso People's Defense Force burnt down the Rural Development Office in Demoso township.",,,,,https://www.irrawaddy.com/news/burma/myanmar-daily-post-coup-update-may-24.html,
24/5/2021,1,Kayah,Demoso,,Between Daw Ngan Khan and Ngwe Taung Se,19.553336,97.159905,2,1,Armed Resistance,Arson,PDF,SAC,"On May 24th, fighters with the Demoso People's Defense Force burnt down the houses of suspected military collaborators between Daw Ngan Khan and Ngwe Taung Se",,,,,https://www.irrawaddy.com/news/burma/myanmar-daily-post-coup-update-may-24.html,
24/5/2021,1,Kayah,Demoso,,Near Ngwe Taung Dam,19.556111,97.163577,2,1,Armed Resistance,,PDF,SAC,"On May 24th, troops with the Demoso People's Defense Force attacked a tank and Tatmadaw troops travelling between Demoso and Ngwe Taung Se with remotely detonated explosive devices.",,,,,https://www.irrawaddy.com/news/burma/myanmar-daily-post-coup-update-may-24.html,
24/5/2021,1,Kayah,Loikaw,,Ka Yan Thar Yar (South),19.765384,97.209199,1,1,Violence Against Civilians,Artillery,SAC,,"At around 1am on May 24th, Tatmadaw troops fired artillery shells at Ka Yan Thar Yar Village in Loikaw. One shell hit a church where IDPs were sheltering, killing four civilians.",4,,,,https://twitter.com/IrrawaddyNews/status/1396685315230732293,
24/5/2021,1,Kayah,Loikaw,,Ka Yan Thar Yar (South),19.772507,97.20815,0,1,Violence Against Civilians,Artillery,SAC,,"On May 24th, four displaced people who had fled from nearby fighting were killed by artillery shells while hiding in a church in Ka Yan Thar Yar South village. ",4,,,2,https://www.irrawaddy.com/news/burma/myanmar-daily-post-coup-update-may-24.html,
24/5/2021,1,Kayah,Loikaw,,Loikaw,19.670071,97.210354,2,1,Violence Against Civilians,,SAC,,"On May 24th, Tatmadaw soldiers executed a detained civilian in Loikaw city.",1,,,2,https://www.irrawaddy.com/news/burma/myanmar-daily-post-coup-update-may-24.html,
24/5/2021,1,Magway,Yesagyo,,Zee Taw,21.69,95.171867,1,1,Violence Against Civilians,,SAC,,"On May 24th, troops with the Tatmadaw raided the village of Zee Taw in Magway region, destroying several houses.",,,,,https://www.facebook.com/khitthitnews/posts/1203800076724003,
24/5/2021,1,Sagaing,Homalin,,Ta Zone,25.132858,95.043832,1,1,Armed Clashes,,SNA,SAC,"Troops with the Shanni Nationalities Army (SNA) opened fire on a military-owned ship transporting Jade down the Chindwin River at around 10am on May 24th near the town of Ta Zone, following a similar attack the previous day.",,,,,http://burmese.dvb.no/archives/465532,
24/5/2021,1,Sagaing,,,No. 16 Security Police Battalion,21.926912,95.448582,3,3,Other Violent Incident,Shooting,SAC,SAC,"At around 2pm on May 24th, an ethnic-Chin police officer shot and killed another police offier at the No. 16 Security Police Battalion station on the Sagaing-Monywa highway. The motive is unclear.",1,1,,2,http://burmese.dvb.no/archives/465735,
24/5/2021,1,Shan (South),Pinlaung,,Hsawng Pyaung Police Station,19.939181,96.854868,0,1,Armed Clashes,,,SAC,"At around 4pm on May 24th, a police station in Hsawng Pyaung village was burnt and destroyed, with officers fleeing the station. It is suspected that this was following the attack of a unknown armed group, however this has not been confirmed.",,,,,https://www.facebook.com/khitthitnews/posts/1203950296708981,
24/5/2021,1,Shan (South),Tachileik,,Between 4th and 5th Street,20.453053,99.892634,0,1,Armed Resistance,Explosion (Small),PDF,SAC,"At around 9pm on May 24th, a small explosive device detonated without injury between 4th and 5th Streets in Tachileik. This explosion happened as the Union Minister for Labour and Immigration was visiting the town.",,,,,https://www.tachileik.net/mm/news/26763?fbclid=IwAR3X8nBQEMpmI9uKild0xFo_zvLcGTSrvExrGu0gDNkiwPh-uXeNxbi0AyA,
24/5/2021,1,Yangon,Ahlone,,No. 4 BEHS ,16.781161,96.135332,1,1,Armed Resistance,,,SAC,"On May 24th, three explosive devices detonated outside the No. 4 Basic Education High School in Yangon's Ahlone township while SAC officials were conducting a meeting on school enrollment inside. ",,,,,https://www.irrawaddy.com/news/burma/myanmar-daily-post-coup-update-may-24.html,
25/5/2021,1,Ayawaddy,Pathein,,Electricity Office,16.777529,94.736764,1,1,Armed Resistance,Explosion (Small),,SAC,"On May 25th, an explosion took place at the Electricity Office in Pathein City. No injuries were reported.",,,,,https://www.irrawaddy.com/news/burma/myanmar-daily-post-coup-update-may-25.html,
25/5/2021,1,Kachin,Mansi,,Between Nam Hkar Bum and Ban Hkung Yang,23.88821,97.603977,2,2,Armed Clashes,,KIA,SAC,"At around 1pm on May 25th, troops with the KIA's 27th Battalion between Nam Hka and Ban Hkung Yang villages as Tatmadaw troops were travelling from Man Wein town.",,,,,https://www.kachinlandnews.com/?p=30285,
25/5/2021,1,Kachin,Mansi,,Nam Hkar Nan Hkawng,23.879653,97.607358,2,2,Violence Against Civilians,Artillery,SAC,,"At around 1pm on May 25th, the Tatmadaw's Ban Hkung Yang outpost fired six mortar shells at the village of Nam Hkar.",,,,,https://www.kachinlandnews.com/?p=30285,
25/5/2021,1,Kachin,Momauk,,Pan Cho Junction,24.581563,97.450693,2,2,Armed Clashes,,KIA,SAC,"At around 7pm on May 25th, Tatmadaw troops near Pan Cho Haing junction were attacked by the KIA's Laiza Guards.",,,,,https://www.kachinlandnews.com/?p=30291,
25/5/2021,1,Kachin,Momauk ,,Between Ka Tsu and Sama ,25.088626,97.626158,1,2,Armed Clashes,,KIA,SAC,At around 1:30pm on May 25th the KIA clashed with the Tatmadaw between Sama and Ka Tsu outposts.,,,,,https://www.kachinlandnews.com/?p=30291,
25/5/2021,1,Kachin,Momauk ,,Hka Bawp Post,24.72157,97.517158,2,2,Armed Clashes,,KIA,SAC,"At around 10:30am on May 25h, KIA troops with the 24th Mobile Battalion clashed with Tatmadaw soldiers near the SAC outpost Hka Bawp. The precise location of Hka Bawp is unknown and estimated based off available information.",,,,,https://www.kachinlandnews.com/?p=30285,
25/5/2021,1,Kayah,Demoso,,Demoso,19.547889,97.153774,1,1,Armed Resistance,,PDF,SAC,"Since 4am on May 25th heavy clashes were occuring between the Karenni People's Defense Force and the Tatmadaw in Demoso town. In recent days the Tatmadaw has brought significant reinforcements into the town, including tanks. 5 troops with the PDF were killed.",5,,,2,https://www.facebook.com/KantarawaddyTimes/posts/3980016322116848,
25/5/2021,1,Sagaing,Kani,,Nyaung Yin,22.59403992,94.7716217,1,1,Armed Resistance,,PDF,SAC,"On the morning of May 25th, fighters with the Kani People's Defense Force attacked a collection of around 60 Tatmadaw troops near the village of Nyaung Yin on the eastern banks of the Chindwin river. Tatamadaw troops responded with artillery, firing at least 13 rounds. Two members of the PDF were killed, with an additional 5 injured, and there are estimates that the Tatmadaw incurred 10 casualties. ",7,5,10,2,https://www.irrawaddy.com/news/burma/two-myanmar-resistance-fighters-killed-in-sagaing-clash.html,
25/5/2021,1,Tanintharyi ,Launglon ,,Launglon BEHS,13.972858,98.115133,1,1,Armed Resistance,Arson,PDF,SAC,"On May 25th, a high school in Launglon was destroyed by fire.",,,,,https://www.irrawaddy.com/news/burma/myanmar-daily-post-coup-update-may-25.html,
25/5/2021,1,Tanintharyi ,,,,,,,,Group Formation,,PDF,,"On May 25th, the Tanintharyi People's Defense Force announced its formation. ",,,,,https://www.facebook.com/dakkhinanews/posts/306748977747685,
25/5/2021,1,Yangon,Shwepyithar,,Electricity Office,16.962653,96.078756,1,1,Armed Resistance,Explosion (Small),,SAC,"On May 25th, an explosion took place at the Electricity Office in Shwepyithar township in Yangon. No injuries were reported.",,,,,https://www.irrawaddy.com/news/burma/myanmar-daily-post-coup-update-may-25.html,
25/5/2021,1,Yangon,Thingangyun ,,"Zaya Thukha St, Ka Ward",16.821525,96.192629,1,1,Violence Against Civilians,Explosion,,SAC,"On May 25th, a parcel bomb exploded at the wedding of a pro-Military monk and USDP member in Yangon's Thingangyun township, killing four people including the bride.",4,,7,2,https://www.myanmar-now.org/mm/news/6905,
25/5/2021,1,Yangon,Thingangyun ,,Kia Motors Showroom,16.832654,96.178452,1,1,Violence Against Civilians,Explosion,,,On May 25th a bomb exploded nearby a car in Yangon's Thingangyun township injuring three occupants.,,,3,2,https://www.irrawaddy.com/news/burma/myanmar-daily-post-coup-update-may-25.html,
26/5/2021,1,Kachin,Bhamo,,Shwe Si,24.31968,97.301255,1,2,Armed Clashes,Ambush,KIA,SAC,"At around 11:30am on May 26th, troops with the KIA's 3rd Brigade ambushed a convoy of 8 Tatmadaw transport trucks near the village of Shwe Si in Bhamo's Moe Hping village tract.",,,,,https://www.kachinlandnews.com/?p=30291,
26/5/2021,1,Kachin,Hpakant,,Shar Du Zut,25.91999054,96.66207886,1,1,Armed Clashes,,KIA,SAC,"At around 3:30pm on May 26th, KIA troops stormed the house of Min Zin Thant, a pro-Government militia leader in Northern Kachin State. Three KIA troops were killed.",3,,,2,http://burmese.dvb.no/archives/466268,
26/5/2021,1,Kachin,Mansi,,Between Nam Lin Par and Je Hkam,23.755082,97.135796,1,2,Armed Clashes,Ambush,KIA,SAC,"At around 8:30am on May 26th, the KIA's 12th Battalion attacked a convoy of two Tatmadaw transport trucks travelling between Nam Lin Par and Je Hkam. The location of Je Hkam cannot be determined so the event is coded to near Nam Lin Par.",,,,,https://www.kachinlandnews.com/?p=30291,
26/5/2021,1,Kayah,Demoso,,Demoso,19.549539,97.158921,1,1,Violence Against Civilians,,SAC,,At around 7am on May 26th two civilians were shot dead by the Tatmadaw as they passed through the town of Demoso on a motorcycle. ,2,,,,http://www.thithtoolwin.com/2021/05/blog-post_700.html,
26/5/2021,1,Kayah,Demoso,,Daw Poe Si,19.62285995,97.20600128,1,1,Armed Resistance,,PDF,SAC,"On May 25th, there were clashes between the Karenni People's Defense Force and the Tatmadaw near the village of Daw Poe Si on the Demoso-Loikaw road. Several houses in the village were fired upon by the Tatmadaw, and one civilian was severely beaten in his house by the Tatmadaw.",,,,,http://www.thithtoolwin.com/2021/05/blog-post_338.html,
26/5/2021,1,Kayah,Loikaw,,Htee Se Khar State Border Checkpoint,19.899165,97.228476,1,1,Armed Resistance,SAC Position Seized,PDF,SAC,"At around 4am on May 26th, a police checkpoint on the border of Kayah and Shan state was attacked by the Karenni National Defense Force. The checkpoint was occupied and burnt.",,,,,http://www.thithtoolwin.com/2021/05/kpdf_26.html,
26/5/2021,1,Mon,Bilin,,Bilin,17.214371,97.231398,2,2,Armed Resistance,Assasination,PDF,SAC,"At around 8am on May 27th, the USDP chairman of Bilin Township in Mon state was assassinated by unknown gunmen. His wife was also killed in the attack.",2,1,,,http://burmese.dvb.no/archives/466265,
26/5/2021,1,Sagaing,Myaung,,Chaung Zin,21.69488907,95.36374664,1,1,Armed Resistance,,PDF,SAC,"On May 26th there wew clashes between troops with the People's Defense Force and Tatmadaw soldiers in Chaung Zin village, the clashes have forced locals to flee, but no casualties were reported. ",,,,,http://burmese.dvb.no/archives/466539,
26/5/2021,1,Sagaing,Myaung,,Pauk Chaung,21.68445599,95.34447649,1,1,Armed Resistance,,PDF,SAC,On May 26th there were clashes between the People's Defense Force and the Tatmadaw in Pauk Chaung village.,,,,,http://www.thithtoolwin.com/2021/05/blog-post_574.html,
26/5/2021,1,Shan (North),Kutkai,,Nam Kut Kyawng,23.53532982,97.9149704,1,2,Armed Clashes,,,SAC,"In the evening of May 26th, clashes broke out between an unknown armed group and Tatmadaw soliders stations along the Union Highway north of Kutkai and near Nam Kut Kyawng village. No casualties were reported in the clashes.",,,,,http://burmese.dvb.no/archives/466131,
26/5/2021,1,Shan (North),Kutkai,,Between Nam Hpat Lun and Hpa Hpik,23.551567,97.894213,1,2,Armed Clashes,,KIA,SAC,"At around 9am, troops with the KIA's 8th Battalion clashed with the Tatmadaw between Nam Hpat Lun and Hpa Hpik. The location of Hpa Hpik is unclear and the event is coded to between the Nam Hpat Lun villages.",,,,,https://www.kachinlandnews.com/?p=30291,
27/5/2021,1,Kachin,Mohnyin,,KIA's 26th Battalion HQ,25.207583,96.144824,0,1,Armed Clashes,Airstrikes,SAC,KIA,"At around 4am on May 27th, Tatmadaw fighter jets conducted two airstrikes on the HQ of the KIA's 26th Battalion.",,,,,https://www.kachinlandnews.com/?p=30293,
27/5/2021,1,Kachin,Shwegu,,Between Shwegu and Zin Bon,24.122607,96.855328,2,1,Armed Clashes,Ambush,KIA,SAC,"At around 8am on May 27th, troops with the KIA's 12th Battalion attacked two petrol supply trucks for the Tatmadaw in the forests between the town of Shwegu and the village of Zin Bon.",,,,,https://www.kachinlandnews.com/?p=30293,
27/5/2021,1,Kayah,Demoso,,Ngwe Taung East,19.560823,97.189216,1,1,Violence Against Civilians,Artillery,SAC,,"On the night of May 27th, a 40-year-old man was killed by Tatmadaw artillery shelling in the east of Ngwe Taung village. Shooting in the area lasted from about 8pm to 2am the next morning, and about 40 artillery shells were fired.",1,,,2,https://www.tachileik.net/mm/news/26811,
27/5/2021,1,Kayah,Demoso,,Loikaw,19.668887,97.208675,2,2,Armed Resistance,,PDF,SAC,"At around 11pm on May 27th, clashes broke out in Loikaw city.",,,,,https://www.tachileik.net/mm/news/26808,
27/5/2021,1,Kayah,Demoso,,White Bridge' Demoso,19.549972,97.159173,1,2,Armed Resistance,,FBR,SAC,"On the afternoon of May 27th, clashes broke out after the Tatmadaw attacked members of the Free Burma Rangers attempting to enter Demoso town. One FBR member was killed.",1,,,2,https://www.tachileik.net/mm/news/26802,
27/5/2021,1,Kayah,Demoso,,Ngwe Taung,19.557083,97.169128,1,1,Armed Resistance,,PDF,SAC,"From 8pm on May 27th until early the next morning, there were clashes between the Karenni National Defense Force and the Tatmadaw in the village of Ngwe Taung.",,,,,http://www.thithtoolwin.com/2021/05/blog-post_913.html,
27/5/2021,1,Kayah,Hpasawng,,"Mile 6-7, Hpasawng-Mawchi road.",18.823756,97.231889,2,2,Armed Clashes,,KNPP,SAC,"At around 2pm on May 27th, there were clashes between the KNPP and the Tatmadaw at around Mile 6-7 on the Hpasawng-Mawchi road, as Tatmadaw troops entered KNPP territory without permission. Clashes lasted around 15min. Three Tatmadaw troops were reportedly injured.",,,3,2,https://www.tachileik.net/mm/news/26815,
27/5/2021,1,Mandalay,Meiktila,,Meikhtila General Hospital,20.87717,95.844697,1,1,Armed Resistance,,PDF,SAC,At around 9pm on May 27th a police officer stationed outside of Meikhtila General Hospital was shot dead by unknown assailants. Gunfire could be heard in two places in the city.,1,1,,,http://burmese.dvb.no/archives/466448,
27/5/2021,1,Shan (North),Kutkai,,Nam Maw,23.619063,98.279068,1,2,Armed Clashes,,KIA,SAC,"At 11am on May 27th, the KIA's 2nd Battalion fought with the Tatmadaw near the village of Nam Maw (Nam Maw Kadawng).",,,,,https://www.kachinlandnews.com/?p=30293,
27/5/2021,1,Yangon,Thaketa,,Zina Man Aung Pagoda,16.800807,96.206954,1,1,Armed Resistance,,PDF,SAC,On the night of May 27th there was a 15-minute-long gunbattle between an unidentified group and SAC troops that have been occupying Zina Man Aung Pagoda. No casualties were reported.,,,,,http://burmese.dvb.no/archives/466692,
28/5/2021,1,Kachin,Puta-O,,46th LIB Base,27.269372,97.432522,2,2,Armed Clashes,Artillery,KIA,SAC,"At around 8pm on May 28th, KIA troops with the 7th Battalion fired mortars and rockets at the Tatmadaw's 46th LIB base in Puta-O. The location is approximate.",,,,,https://www.kachinlandnews.com/?p=30298,
28/5/2021,1,Kachin,Shwegu,,Kyauk Gyi,24.308703,96.722299,2,2,Armed Clashes,,KIA,SAC,"At around 11am on May 28th, troops with the KIA's 12th Battalion launched an attack on a Tatmadaw transport and supply ship near the village of Kyauk Gyi. The boat was attacked with rockets and RPGs. Later around 100 Tatmadaw soldiers arrived in Kyauk Gyi to back up those on the ship.",,,,,https://www.kachinlandnews.com/?p=30298,
28/5/2021,1,Kachin,Waingmaw,,Nar Hpawt,24.839601,97.642531,0,1,Armed Clashes,Artillery,KIA,SAC,"At around 2pm on May 28th, during a resupply run by Tatmadaw helicopters, troops with the KIA's Laiza Guards fired four artillery rounds at the Tatmadaw base in Nar Hpawt (Na Hpaw).",,,,,https://www.kachinlandnews.com/?p=30298,
28/5/2021,1,Magway,Gangaw,,Yehla,22.52994919,94.1098938,1,1,Armed Resistance,,PDF,SAC,On May 28th clashes broke out between the Tatmadaw and the Gangaw People's Defense Forces in Yehla village. Three locals were killed.,3,,,2,http://burmese.dvb.no/archives/467292,
28/5/2021,1,Magway,Gangaw,,Maw Lel,21.95701981,94.10214996,1,2,Armed Resistance,,PDF,SAC,On May 28th clashes broke out between the Tatmadaw and the Gangaw People's Defense Forces in Maw Lel village.,,,,2,http://burmese.dvb.no/archives/467292,
28/5/2021,1,Sagaing,Khin-U,,Aing Pauk Gyi,22.846085,95.650771,1,1,Armed Resistance,Assasination,PDF,SAC,"On the afternoon of May 28th, a USDP member in Khin-U's Aing Pauk Gyi village was shot dead by two unknown assailants. That morning he threatened the village with a machete telling them not to support the PDF.",,,,,https://www.rfa.org/burmese/news/one-usdp-member-killed-in-khinoo-05282021103204.html,
29/5/2021,1,Ayawaddy,Pathein,,Ayawaddy Division Police Station,16.778333,94.739806,1,1,Other Violent Incident,Shooting,SAC,SAC,"At around 11pm on May 29th, there was a shootout between two police officers in Pathein. A deputy superintendent was killed.",1,1,,,http://burmese.dvb.no/archives/466969,
29/5/2021,1,Chin,Kanpetlet,,Khwe Lon Thar,21.299499,93.981326,1,1,Armed Resistance,,PDF,SAC,"On the afternoon of May 29th, clashes broke out between the Tatmadaw and the Chinland Defense Force in two villages of Kanpetlet township in Chin State. In the two clashes 10 Tatmadaw troops were killed and 10 more injured, these casualties have been split between the two events.",5,5,5,2,https://www.tachileik.net/mm/news/26842,
29/5/2021,1,Chin,Kanpetlet,,Ma Kyar Ein Nu,21.11849022,93.55211639,1,1,Armed Resistance,,PDF,SAC,"On the afternoon of May 29th, clashes broke out between the Tatmadaw and the Chinland Defense Force in two villages of Kanpetlet township in Chin State. In the two clashes 10 Tatmadaw troops were killed and 10 more injured, these casualties have been split between the two events.",5,5,5,2,https://www.tachileik.net/mm/news/26842,
29/5/2021,1,Kachin,Mansi,,Bun Ka Htaung,23.97617912,97.47236633,1,2,Armed Clashes,,KIA,SAC,"On May 29th, KIA troops clashed with the Tatmadaw near Bun ka Htaung village.",,,,,https://www.kachinlandnews.com/?p=30307,
29/5/2021,1,Kachin,Puta-O,,Long Sha Yang,27.17250061,97.54889679,2,1,Armed Clashes,Ambush,KIA,SAC,"On May 29th, troops with the Tatmadaw ambushed a Tatmadaw convoy near Long Sha Yang village in Puta-O township.",,,,,http://burmese.dvb.no/archives/467007,
29/5/2021,1,Kachin,Puta-O,,Alen Hka,27.200337,97.522763,1,1,Armed Clashes,Ambush,KIA,SAC,"At around 8:30am on May 29th, troops with the KIA's 7th Battalion ambushed and attacked two Tatmadaw transport trucks near Alen Hka between Long Sha Yang and Hpat Mar Dee villages.",,,,,https://www.kachinlandnews.com/?p=30307,
29/5/2021,1,Kachin,Tanai,,Daru,26.353176,96.209707,1,1,Violence Against Civilians,Airstrikes,SAC,,"At around 4:30pm on May 29th, the Burmese Air Force launched airstrikes on Daru village in Western Tanai township. A school was hit by an airstrike and destroyed. ",,,,,https://www.kachinlandnews.com/?p=30307,
29/5/2021,1,Kayin,Hpapun,,Between Ku Seik and Ma Htaw,17.916316,97.417479,1,1,Armed Clashes,,KNLA,SAC,"On the morning of May 29th, troops with the KNLA's 5th Brigade clashed twice with Tatmadaw soldiers between Ku Seik and Ma Htaw. The first clash occured at around 7:30am and the second was shortly after noon. 11 supply and transport trucks belonging to the Tatmadaw were attacked. Four soldiers were reportedly killed and wounded. Two vehicles were completely destroyed. ",4,4,2,,http://www.thithtoolwin.com/2021/05/blog-post_590.html,
29/5/2021,1,Mandalay,,,58th x 107th St,21.939059,96.117325,1,1,Violence Against Civilians,Explosion,,,At around 10:30am on May 29th a hand grenade exploded in a package at a wedding party in Mandalay. The man holding the package was injured. The reason behind the bombing is unclear.,,,1,2,https://www.myanmar-now.org/mm/news/6925,
29/5/2021,1,Sagaing,Banmauk,,Man Htun,24.70091057,95.73979187,1,2,Armed Clashes,,KIA,SAC,"At around 1:30am on May 29th, troops from the KIA's 35th Battalion attacked a police outpost in Man Htun village, Banmauk.",,,,,https://www.kachinlandnews.com/?p=30307,
30/5/2021,1,Chin,Kanpetlet,,Kanpetlet,21.193735,94.059047,1,1,Armed Resistance,,PDF,SAC,"On the morning of May 30th there were clashes between the Chinland Defense Force and Tatmadaw troops in Kanpetlet, Chin state. Artillery shells continued until around 9pm. The CDF announced that at least 8 Tatmadaw soldiers were killed and that there were injuries amongst the CDF fighters.",8,8,2,2,https://www.tachileik.net/mm/news/26842,
30/5/2021,1,Chin,Kanpetlet,,Kanpetlet,21.193735,94.059047,1,1,Violence Against Civilians,Artillery,SAC,,"On May 30th, the Tatmadaw launched many artillery shells on the town of Kanpetlet, from the morning until 9pm.",,,,,https://www.tachileik.net/mm/news/26842,
30/5/2021,1,Chin,Mindat,,Aye Sa Khan,21.32305,93.958443,1,1,Armed Resistance,,PDF,SAC,"On May 30th, six Tatmadaw soldiers and one member of the Chinland Defense Force was killed in clashes around Aye Sa Khan village south of Mindat. Tatmadaw troops reportedly began the clashes by opening fire on an IDP camp located within the village, despite a white-flag flying at the site.",7,6,,2,https://www.facebook.com/permalink.php?story_fbid=4200152653379412&id=167011980026853,
30/5/2021,1,Chin,Mindat,,Khwe Lon Thar,21.54260063,93.97606659,1,1,Armed Resistance,,PDF,SAC,"On May 30th, a member of the Chinland Defense Force was killed in fighting around the village of Khwe Lon Thar.",1,,,,https://www.facebook.com/permalink.php?story_fbid=4222432227818121&id=167011980026853,
30/5/2021,1,Kachin,Hpakant,,"116th LIR Base, Lung Hkang",25.657851,96.355014,2,2,Armed Clashes,,KIA,SAC,"At around 7am on May 30th, troops with the KIA's 6th Battalion launched an attack on the Tatmadaw's 116th LIR base at Long Hkin (sic 'Lung Hkang') in Hpakant township.",,,,,https://www.kachinlandnews.com/?p=30317,
30/5/2021,1,Kachin,Mohnyin,,Nam Mun Red-Shanni Militia Base,25.010151,96.355969,1,2,Armed Clashes,,KIA,Red-Shan Militia,"At around Midnight on May 30th, troops with the KIA's 26th Battalion launched an attack on a Red-Shanni milita base in Nam Mun town, south of Indawgyi Lake. Five members of the militia were injured. Tatmadaw troops later reinforced the base.",,,5,2,https://www.kachinlandnews.com/?p=30317,
30/5/2021,1,Kachin,Momauk,,Pan Tsun Junction,24.613473,97.461422,1,2,Armed Clashes,,KIA,SAC,"At around 6am on May 30th, troops with the KIA's 19th Battalion had light clashes with Tatmadaw soldiers from the 142nd LIB at Pan Tsun Junction near Dawthponeyan.",,,,,https://www.kachinlandnews.com/?p=30317,
30/5/2021,1,Kachin,Momauk,,Approach to Pan Tsun Outpost,24.611578,97.480481,1,1,Armed Clashes,,KIA,SAC,SAC troops and KIA troops launched mortar fire at eachother on the approaches to Pan Tsun outpost.,,,,,https://www.kachinlandnews.com/?p=30317,
30/5/2021,1,Kachin,Puta-O,,Tan Ja,27.093752,97.5652,1,1,Armed Clashes,Ambush,KIA,SAC,"On May 30th, troops with the KIA ambushed and attacked a convoy of around 50 Tatmadaw troops near Tan Ja village in Puta-O Township. No casualties were reported.",,,,,http://burmese.dvb.no/archives/467007,
30/5/2021,1,Kachin,Puta-O,,Tan Ja,27.09017372,97.56341553,1,1,Armed Clashes,,KIA,SAC,"At around 11:30am on May 30th, troops with the KIA's 7th Battalion clashed with around 40 Tatmadaw troops with the 46th and 138th LIBs near Tan Ja village.",,,,,https://www.kachinlandnews.com/?p=30317,
30/5/2021,1,Kayin,Hpapun,,Saw Mu Plaw,18.407236,97.075677,2,2,Violence Against Civilians,Artillery,SAC,,"On May 30th, Tatmadaw troops with the 20th LIB fired 12 artillery shells at the vicinity of Saw Mu Plaw village, firing salvos at 8am, 1pm and 7:30pm.",,,,,http://www.thithtoolwin.com/2021/06/blog-post_41.html,
30/5/2021,1,Mandalay,Myingyan,,Mingyan North Gate,21.474491,95.387647,1,1,Armed Resistance,,PDF,SAC,"At around midday on May 30th, an explosive device detonated at the Myingyan North Gate, injuring four police officers.",,,4,2,http://burmese.dvb.no/archives/467075,
30/5/2021,1,Sagaing,Katha,,Between He Nar and Shwe Pyi Thit,24.358175,96.444225,1,2,Armed Resistance,,PDF,SAC,"On May 30th, there were clashes between People's Defense Force troops in Katha township.There are reports that the local PDF troops were assisted by the Kachin Independence Army, however this has not been confirmed. Four Tatmadaw troops were killed in the fighting, and five PDF members were injured.",4,4,5,2,https://www.tachileik.net/mm/news/26837,
30/5/2021,1,Sagaing,Katha,,Moe Dar (Ah Lel),24.30890083,96.50469971,1,2,Armed Resistance,Arson,PDF,SAC,"On the morning of May 30th, the Moe Dar (Ah Lel) village police station was set on fire.",,,,,https://www.irrawaddy.com/news/burma/myanmar-junta-forces-and-kia-in-fresh-fighting-in-northern-myanmar.html,
